"","group","Pig","Sample.type","Day","Treatment","All","Order","value","value2"
"1508","X9P295R3D7",295,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Spirochaetales",0.00231660231660232,0.0231660231660232
"1509","X9P295R3Dm3",295,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Spirochaetales",0.000769822940723634,0.00481139337952271
"1510","X9P296R3D0",296,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Spirochaetales",0.000770416024653313,0.00592627711271779
"1511","X9P296R3Dm3",296,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Spirochaetales",0.0316114109483423,0.19757131842714
"1512","X9P297R3D0",297,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Spirochaetales",0.000770416024653313,0.00592627711271779
"1513","X9P299R3D0",299,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Spirochaetales",0.00462962962962963,0.0356125356125356
"1514","X9P299R3Dm3",299,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Spirochaetales",0.000771010023130301,0.00481881264456438
"1515","X9P300R3D0",300,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Spirochaetales",0.0107692307692308,0.0828402366863905
"1516","X9P300R3Dm3",300,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Spirochaetales",0.00462962962962963,0.0289351851851852
"1517","X9P301R3D0",301,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Spirochaetales",0.00308166409861325,0.0237051084508712
"1518","X9P301R3D7",301,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Spirochaetales",0.00154083204930663,0.0154083204930663
"1519","X9P301R3Dm3",301,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Spirochaetales",0.00693374422187982,0.0433359013867488
"1520","X9P302R3D0",302,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Spirochaetales",0.00464756003098373,0.0357504617767979
"1521","X9P302R3D7",302,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Spirochaetales",0.0379256965944272,0.379256965944272
"1522","X9P302R3Dm3",302,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Spirochaetales",0.0619674670797831,0.387296669248644
"1523","X9P303R3D7",303,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Spirochaetales",0.0023130300693909,0.023130300693909
"1524","X9P304R3D0",304,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Spirochaetales",0,0
"1525","X9P304R3D7",304,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Spirochaetales",0.000770416024653313,0.00770416024653313
"1526","X9P304R3Dm3",304,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Spirochaetales",0.00154083204930663,0.00963020030816641
"1527","X9P305R3D0",305,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Spirochaetales",0.00230769230769231,0.0177514792899408
"1528","X9P305R3D7",305,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Spirochaetales",0.000770416024653313,0.00770416024653313
"1529","X9P305R3Dm3",305,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Spirochaetales",0.0724191063174114,0.452619414483821
"1530","X9P306R4Dm3",306,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Spirochaetales",0.0464756003098373,0.290472501936483
"1531","X9P307R4Dm3",307,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Spirochaetales",0.101088646967341,0.631804043545879
"1532","X9P308R4D0",308,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Spirochaetales",0.00155884645362432,0.022269235051776
"1533","X9P308R4Dm3",308,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Spirochaetales",0.0348027842227378,0.217517401392111
"1534","X9P309R4D0",309,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Spirochaetales",0.0023094688221709,0.0329924117452986
"1535","X9P310R4D0",310,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Spirochaetales",0.00539291217257319,0.0770416024653313
"1536","X9P310R4Dm3",310,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Spirochaetales",0.0154440154440154,0.0965250965250965
"1537","X9P311R4D7",311,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Spirochaetales",0.00234741784037559,0.0234741784037559
"1538","X9P311R4Dm3",311,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Spirochaetales",0.0613830613830614,0.383644133644134
"1539","X9P312R4D7",312,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Spirochaetales",0.00154440154440154,0.0154440154440154
"1540","X9P312R4Dm3",312,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Spirochaetales",0.000773395204949729,0.00483372003093581
"1541","X9P313R4D7",313,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Spirochaetales",0.00846805234795997,0.0846805234795997
"1542","X9P313R4Dm3",313,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Spirochaetales",0.486089644513138,3.03806027820711
"1543","X9P314R4D7",314,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Spirochaetales",0.00540123456790123,0.0540123456790123
"1544","X9P315R4D7",315,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Spirochaetales",0.00230769230769231,0.0230769230769231
"1545","X9P316R4Dm3",316,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Spirochaetales",0.00772200772200772,0.0482625482625483
"1546","X9P317R4D0",317,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Spirochaetales",0,0
"1547","X9P317R4Dm3",317,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Spirochaetales",0.0346954510408635,0.216846569005397
"1548","X9P319R4Dm3",319,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Spirochaetales",0.0263157894736842,0.164473684210526
"1549","X9P320R4D0",320,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Spirochaetales",0.0023094688221709,0.0329924117452986
"1550","X9P320R4Dm3",320,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Spirochaetales",0.0023130300693909,0.0144564379336931
"1551","X9P321R4D7",321,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Spirochaetales",0.0308880308880309,0.308880308880309
"1552","X9P321R4Dm3",321,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Spirochaetales",0.108780108780109,0.67987567987568
"1553","X9P322R4D0",322,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Spirochaetales",0,0
"1554","X9P322R4D7",322,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Spirochaetales",0,0
"1555","X9P322R4Dm3",322,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Spirochaetales",0.0154798761609907,0.096749226006192
"1556","X9P323R4D7",323,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Spirochaetales",0.00154679040989946,0.0154679040989946
"1557","X9P323R4Dm3",323,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Spirochaetales",0.0309119010819165,0.193199381761978
"1558","X9P324R4D0",324,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Spirochaetales",0.0248254460822343,0.354649229746204
"1559","X9P324R4D7",324,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Spirochaetales",0.0147058823529412,0.147058823529412
"1560","X9P324R4Dm3",324,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Spirochaetales",0.0456656346749226,0.285410216718266
"1561","X9P325R4D7",325,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Spirochaetales",0.118287937743191,1.18287937743191
"1562","X9P325R4Dm3",325,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Spirochaetales",0.112236944660951,0.701480904130943
"1563","X9P246R1Dm3",246,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0,0
"1564","X9P247R1Dm3",247,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0.00155038759689922,0.00861326442721791
"1565","X9P248R1Dm3",248,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0,0
"1566","X9P249R1Dm3",249,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0.000771010023130301,0.00428338901739056
"1567","X9P250R1D0",250,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Mollicutes_RF39",0.00307692307692308,0.0341880341880342
"1568","X9P250R1Dm3",250,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0.00154679040989946,0.00859328005499699
"1569","X9P251R1D7",251,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Mollicutes_RF39",0.0587780355761794,0.734725444702243
"1570","X9P251R1Dm3",251,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0.000772200772200772,0.00429000429000429
"1571","X9P252R1Dm3",252,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0,0
"1572","X9P253R1D7",253,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Mollicutes_RF39",0.00231660231660232,0.028957528957529
"1573","X9P253R1Dm3",253,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0.00309837335398916,0.0172131852999398
"1574","X9P254R1Dm3",254,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0.00232919254658385,0.0129399585921325
"1575","X9P255R1D0",255,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Mollicutes_RF39",0.0107692307692308,0.11965811965812
"1576","X9P255R1D7",255,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Mollicutes_RF39",0.0215882806476484,0.269853508095605
"1577","X9P255R1Dm3",255,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0.00540123456790123,0.0300068587105624
"1578","X9P257R1D0",257,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Mollicutes_RF39",0.0341349883630721,0.379277648478579
"1579","X9P257R1Dm3",257,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0,0
"1580","X9P258R1D0",258,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Mollicutes_RF39",0.00461538461538462,0.0512820512820513
"1581","X9P258R1Dm3",258,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0.000771604938271605,0.00428669410150892
"1582","X9P259R1D0",259,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Mollicutes_RF39",0,0
"1583","X9P259R1Dm3",259,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0.00307929176289453,0.0171071764605252
"1584","X9P261R1D0",261,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Mollicutes_RF39",0.00540540540540541,0.0600600600600601
"1585","X9P261R1D7",261,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Mollicutes_RF39",0.0564142194744977,0.705177743431221
"1586","X9P261R1Dm3",261,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0,0
"1587","X9P262R1D7",262,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Mollicutes_RF39",0.0053970701619121,0.0674633770239013
"1588","X9P262R1Dm3",262,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0.00231839258114374,0.0128799587841319
"1589","X9P263R1D0",263,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Mollicutes_RF39",0,0
"1590","X9P263R1D7",263,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Mollicutes_RF39",0.000769230769230769,0.00961538461538462
"1591","X9P263R1Dm3",263,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0.000771010023130301,0.00428338901739056
"1592","X9P264R1D0",264,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Mollicutes_RF39",0.00153964588144727,0.0171071764605252
"1593","X9P264R1D7",264,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Mollicutes_RF39",0.00848765432098765,0.106095679012346
"1594","X9P264R1Dm3",264,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0,0
"1595","X9P265R1D0",265,"Fecal or Fecal swab","0","NONINF_NoTRMT","0_NONINF_NoTRMT","Mollicutes_RF39",0.0384615384615385,0.427350427350427
"1596","X9P265R1D7",265,"Fecal","7","NONINF_NoTRMT","7_NONINF_NoTRMT","Mollicutes_RF39",0.0662557781201849,0.828197226502311
"1597","X9P265R1Dm3",265,"Fecal Swab","-3","NONINF_NoTRMT","-3_NONINF_NoTRMT","Mollicutes_RF39",0.000773993808049536,0.0042999656002752
"1598","X9P266R2Dm3",266,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0.00308166409861325,0.0154083204930663
"1599","X9P267R2D0",267,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Mollicutes_RF39",0.00154320987654321,0.0308641975308642
"1600","X9P267R2Dm3",267,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0,0
"1601","X9P268R2Dm3",268,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0,0
"1602","X9P269R2D0",269,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Mollicutes_RF39",0.0192455735180908,0.384911470361817
"1603","X9P269R2Dm3",269,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0.00232198142414861,0.011609907120743
"1604","X9P270R2Dm3",270,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0,0
"1605","X9P271R2D7",271,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Mollicutes_RF39",0.00616808018504241,0.0616808018504241
"1606","X9P271R2Dm3",271,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0.000771604938271605,0.00385802469135802
"1607","X9P272R2D7",272,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Mollicutes_RF39",0.000771604938271605,0.00771604938271605
"1608","X9P272R2Dm3",272,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0.000770416024653313,0.00385208012326656
"1609","X9P273R2D7",273,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Mollicutes_RF39",0.0801850424055513,0.801850424055513
"1610","X9P273R2Dm3",273,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0.00542635658914729,0.0271317829457364
"1611","X9P274R2D7",274,"Fecal or Fecal swab","7","INF_OralOTC","7_INF_OralOTC","Mollicutes_RF39",0.0262548262548263,0.262548262548263
"1612","X9P274R2Dm3",274,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0,0
"1613","X9P275R2D7",275,"Fecal or Fecal swab","7","INF_OralOTC","7_INF_OralOTC","Mollicutes_RF39",0.0163297045101089,0.163297045101089
"1614","X9P275R2Dm3",275,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0.00154320987654321,0.00771604938271605
"1615","X9P276R2Dm3",276,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0.00466200466200466,0.0233100233100233
"1616","X9P277R2Dm3",277,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0.00542215336948102,0.0271107668474051
"1617","X9P278R2D0",278,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Mollicutes_RF39",0.0123552123552124,0.247104247104247
"1618","X9P278R2Dm3",278,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0,0
"1619","X9P279R2Dm3",279,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0,0
"1620","X9P280R2D0",280,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Mollicutes_RF39",0,0
"1621","X9P280R2Dm3",280,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0.00154083204930663,0.00770416024653313
"1622","X9P281R2D7",281,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Mollicutes_RF39",0.00385208012326656,0.0385208012326656
"1623","X9P281R2Dm3",281,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0,0
"1624","X9P282R2D7",282,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Mollicutes_RF39",0,0
"1625","X9P282R2Dm3",282,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0,0
"1626","X9P283R2D7",283,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Mollicutes_RF39",0.0169491525423729,0.169491525423729
"1627","X9P283R2Dm3",283,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0,0
"1628","X9P284R2D0",284,"Fecal or Fecal swab","0","INF_OralOTC","0_INF_OralOTC","Mollicutes_RF39",0.0123171670515781,0.246343341031563
"1629","X9P284R2D7",284,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Mollicutes_RF39",0.0331534309946029,0.331534309946029
"1630","X9P284R2Dm3",284,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0,0
"1631","X9P285R2D7",285,"Fecal","7","INF_OralOTC","7_INF_OralOTC","Mollicutes_RF39",0.00538876058506543,0.0538876058506543
"1632","X9P285R2Dm3",285,"Fecal Swab","-3","INF_OralOTC","-3_INF_OralOTC","Mollicutes_RF39",0.000775193798449612,0.00387596899224806
"1633","X9P286R3D0",286,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Mollicutes_RF39",0.038550501156515,0.296542316588577
"1634","X9P286R3Dm3",286,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Mollicutes_RF39",0.000771010023130301,0.00481881264456438
"1635","X9P287R3Dm3",287,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Mollicutes_RF39",0,0
"1636","X9P288R3Dm3",288,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Mollicutes_RF39",0.0030840400925212,0.0192752505782575
"1637","X9P289R3Dm3",289,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Mollicutes_RF39",0,0
"1638","X9P290R3D0",290,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Mollicutes_RF39",0.0131375579598145,0.101058138152419
"1639","X9P290R3Dm3",290,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Mollicutes_RF39",0,0
"1640","X9P291R3D0",291,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Mollicutes_RF39",0.0686198920585968,0.527845323527667
"1641","X9P291R3D7",291,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Mollicutes_RF39",0.00462249614791988,0.0462249614791988
"1642","X9P292R3D7",292,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Mollicutes_RF39",0.00463678516228748,0.0463678516228748
"1643","X9P292R3Dm3",292,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Mollicutes_RF39",0.00542635658914729,0.0339147286821705
"1644","X9P293R3D0",293,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Mollicutes_RF39",0.00925212027756361,0.0711701559812585
"1645","X9P293R3D7",293,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Mollicutes_RF39",0.00617760617760618,0.0617760617760618
"1646","X9P293R3Dm3",293,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Mollicutes_RF39",0,0
"1647","X9P294R3D7",294,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Mollicutes_RF39",0.00232018561484919,0.0232018561484919
"1648","X9P294R3Dm3",294,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Mollicutes_RF39",0,0
"1649","X9P295R3D0",295,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Mollicutes_RF39",0.000771604938271605,0.00593542260208927
"1650","X9P295R3D7",295,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Mollicutes_RF39",0,0
"1651","X9P295R3Dm3",295,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Mollicutes_RF39",0.000769822940723634,0.00481139337952271
"1652","X9P296R3D0",296,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Mollicutes_RF39",0.0061633281972265,0.0474102169017423
"1653","X9P296R3Dm3",296,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Mollicutes_RF39",0.00693909020817271,0.0433693138010794
"1654","X9P297R3D0",297,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Mollicutes_RF39",0.0184899845916795,0.142230650705227
"1655","X9P299R3D0",299,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Mollicutes_RF39",0.00462962962962963,0.0356125356125356
"1656","X9P299R3Dm3",299,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Mollicutes_RF39",0,0
"1657","X9P300R3D0",300,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Mollicutes_RF39",0.0307692307692308,0.236686390532544
"1658","X9P300R3Dm3",300,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Mollicutes_RF39",0,0
"1659","X9P301R3D0",301,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Mollicutes_RF39",0.000770416024653313,0.00592627711271779
"1660","X9P301R3D7",301,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Mollicutes_RF39",0.00154083204930663,0.0154083204930663
"1661","X9P301R3Dm3",301,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Mollicutes_RF39",0,0
"1662","X9P302R3D0",302,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Mollicutes_RF39",0.0426026336173509,0.327712566287315
"1663","X9P302R3D7",302,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Mollicutes_RF39",0.0108359133126935,0.108359133126935
"1664","X9P302R3Dm3",302,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Mollicutes_RF39",0.000774593338497289,0.00484120836560806
"1665","X9P303R3D7",303,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Mollicutes_RF39",0.0015420200462606,0.015420200462606
"1666","X9P304R3D0",304,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Mollicutes_RF39",0.00692307692307692,0.0532544378698225
"1667","X9P304R3D7",304,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Mollicutes_RF39",0.000770416024653313,0.00770416024653313
"1668","X9P304R3Dm3",304,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Mollicutes_RF39",0.00154083204930663,0.00963020030816641
"1669","X9P305R3D0",305,"Fecal or Fecal swab","0","INF_InjOTC","0_INF_InjOTC","Mollicutes_RF39",0.0253846153846154,0.195266272189349
"1670","X9P305R3D7",305,"Fecal","7","INF_InjOTC","7_INF_InjOTC","Mollicutes_RF39",0.00154083204930663,0.0154083204930663
"1671","X9P305R3Dm3",305,"Fecal Swab","-3","INF_InjOTC","-3_INF_InjOTC","Mollicutes_RF39",0.00231124807395994,0.0144453004622496
"1672","X9P306R4Dm3",306,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Mollicutes_RF39",0,0
"1673","X9P307R4Dm3",307,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Mollicutes_RF39",0.00233281493001555,0.0145800933125972
"1674","X9P308R4D0",308,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Mollicutes_RF39",0.00545596258768511,0.0779423226812159
"1675","X9P308R4Dm3",308,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Mollicutes_RF39",0.00464037122969838,0.0290023201856148
"1676","X9P309R4D0",309,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Mollicutes_RF39",0,0
"1677","X9P310R4D0",310,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Mollicutes_RF39",0.0223420647149461,0.319172353070658
"1678","X9P310R4Dm3",310,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Mollicutes_RF39",0.00308880308880309,0.0193050193050193
"1679","X9P311R4D7",311,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Mollicutes_RF39",0.00234741784037559,0.0234741784037559
"1680","X9P311R4Dm3",311,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Mollicutes_RF39",0.000777000777000777,0.00485625485625486
"1681","X9P312R4D7",312,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Mollicutes_RF39",0.00231660231660232,0.0231660231660232
"1682","X9P312R4Dm3",312,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Mollicutes_RF39",0,0
"1683","X9P313R4D7",313,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Mollicutes_RF39",0.0023094688221709,0.023094688221709
"1684","X9P313R4Dm3",313,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Mollicutes_RF39",0,0
"1685","X9P314R4D7",314,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Mollicutes_RF39",0.00154320987654321,0.0154320987654321
"1686","X9P315R4D7",315,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Mollicutes_RF39",0.00230769230769231,0.0230769230769231
"1687","X9P316R4Dm3",316,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Mollicutes_RF39",0,0
"1688","X9P317R4D0",317,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Mollicutes_RF39",0,0
"1689","X9P317R4Dm3",317,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Mollicutes_RF39",0.0030840400925212,0.0192752505782575
"1690","X9P319R4Dm3",319,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Mollicutes_RF39",0.00309597523219814,0.0193498452012384
"1691","X9P320R4D0",320,"Fecal or Fecal swab","0","INF_NoTRMT","0_INF_NoTRMT","Mollicutes_RF39",0.000769822940723634,0.0109974705817662
"1692","X9P320R4Dm3",320,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Mollicutes_RF39",0,0
"1693","X9P321R4D7",321,"Fecal","7","INF_NoTRMT","7_INF_NoTRMT","Mollicutes_RF39",0.00308880308880309,0.0308880308880309
"1694","X9P321R4Dm3",321,"Fecal Swab","-3","INF_NoTRMT","-3_INF_NoTRMT","Mollicutes_RF39",0,0
